date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:12	21328/21328	---M--	200	added ('OK')	image/jpg	etag:cIoHt10KhsclqXiAePLuwvgZcr8	https://www.windesheim.nl/getmedia/30620d05-7f4b-4238-94c1-5b1870d60675/190514-ff42-5147-(1)-(1).jpg?width=950&height=600&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/30620d05-7f4b-4238-94c1-5b1870d60675/190514-ff42-5147-(1)-(1)1480.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze)
13:14:12	91113/91113	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2012:14:12%20GMT	https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/studie-en-carrierescan	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/professionals/hulp-bij-studiekeuze/studie-en-carrierescan.html	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze)
13:14:12	23461/23461	---M--	200	added ('OK')	image/jpg	etag:MTgzKPsIHVPmWLnrNZ9FszZ+RaM	https://www.windesheim.nl/getmedia/ff6b35f8-5530-40c7-a0ce-ae776f497c0f/Professional_algemeen_190611-637.jpg?width=998&height=630&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/ff6b35f8-5530-40c7-a0ce-ae776f497c0f/Professional_algemeen_190611-6375554.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze)
13:14:13	41149/41149	---M--	200	added ('OK')	image/jpg	etag:urO3SRNOW4g42FjeMvrniFZJCbI	https://www.windesheim.nl/getmedia/80ec730c-46f6-4f06-a7fe-c7b6fafc290d/Open-avond_professionals_20201119-0182.png?width=950&height=600&ext=.png&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/80ec730c-46f6-4f06-a7fe-c7b6fafc290d/Open-avond_professionals_20201119-0182985d.png	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze)
13:14:13	23384/23384	---M--	200	added ('OK')	image/jpg	etag:S63VHCXfmagq7KvTh6rhPkSviFg	https://www.windesheim.nl/getmedia/c6ddb163-0f25-43ea-a215-ea8c22478785/Professional_algemeen_190506-55.jpg?width=1083&height=684&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/c6ddb163-0f25-43ea-a215-ea8c22478785/Professional_algemeen_190506-55693c.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze)
13:14:14	33728/33728	---M--	200	added ('OK')	image/jpg	etag:VkWh+20EV+kFccsHAQZWG6qI7XQ	https://www.windesheim.nl/getmedia/07f775b2-fa03-4041-8a8f-039ebef9eed1/Professional_algemeen_190506-95.jpg?width=855&height=540&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/07f775b2-fa03-4041-8a8f-039ebef9eed1/Professional_algemeen_190506-9525ca.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze)
13:14:14	85742/85742	---M--	200	added ('OK')	image/jpg	etag:D7vZtDaAUkI/SZyl3iNcpIOgwUo	https://www.windesheim.nl/getmedia/1e9363d5-b4cd-4894-8a56-555416780b88/200917-861-(1).jpg?width=950&height=600&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/1e9363d5-b4cd-4894-8a56-555416780b88/200917-861-(1)91ba.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze)
13:14:14	158680/158680	---M--	200	added ('OK')	image/jpg	etag:1mdBs+BXgiCyNgWU/m3mRGZX5sM	https://www.windesheim.nl/getmedia/2c5487f6-bf8b-490e-9a70-0faeaf249ee7/Open-avond-campagnebeeld-1-header.png?width=1920&height=520&ext=.png&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/2c5487f6-bf8b-490e-9a70-0faeaf249ee7/Open-avond-campagnebeeld-1-headerd58c.png	(from https://www.windesheim.nl/professionals/open-avond-studeren-in-deeltijd)
13:14:15	83753/83753	---M--	200	added ('OK')	image/jpg	etag:UI7V+xwI09x+p7BYyMfQRALG7Nw	https://www.windesheim.nl/getmedia/947adb95-8996-41f2-b76f-aa92706fbe31/Open-avond-campagnebeeld-2-content.png?width=950&height=600&ext=.png&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/947adb95-8996-41f2-b76f-aa92706fbe31/Open-avond-campagnebeeld-2-content2e51.png	(from https://www.windesheim.nl/professionals/open-avond-studeren-in-deeltijd)
13:14:15	121009/121009	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2012:14:16%20GMT	https://www.windesheim.nl/professionals/open-avond-almere	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/professionals/open-avond-almere.html	(from https://www.windesheim.nl/professionals/open-avond-studeren-in-deeltijd)
13:14:16	122001/122001	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2012:14:15%20GMT	https://www.windesheim.nl/professionals/open-avond-zwolle	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/professionals/open-avond-zwolle.html	(from https://www.windesheim.nl/professionals/open-avond-studeren-in-deeltijd)
13:14:16	21328/21328	---M--	200	added ('OK')	image/jpg	etag:cIoHt10KhsclqXiAePLuwvgZcr8	https://www.windesheim.nl/getmedia/30620d05-7f4b-4238-94c1-5b1870d60675/190514-ff42-5147-(1)-(1).jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/30620d05-7f4b-4238-94c1-5b1870d60675/190514-ff42-5147-(1)-(1)79b0.jpg	(from https://www.windesheim.nl/professionals/open-avond-studeren-in-deeltijd)
13:14:16	23461/23461	---M--	200	added ('OK')	image/jpg	etag:MTgzKPsIHVPmWLnrNZ9FszZ+RaM	https://www.windesheim.nl/getmedia/ff6b35f8-5530-40c7-a0ce-ae776f497c0f/Professional_algemeen_190611-637.jpg?width=998&height=630&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/ff6b35f8-5530-40c7-a0ce-ae776f497c0f/Professional_algemeen_190611-637b5f2.jpg	(from https://www.windesheim.nl/professionals/open-avond-studeren-in-deeltijd)
13:14:16	21015/21015	---M--	200	added ('OK')	image/jpg	etag:qCCz/B/hLopvGiZ1SI16gnjvdiM	https://www.windesheim.nl/getmedia/eaf098c9-4fbd-4218-a650-3abd982cd427/Lerarenopleiding-Onderwijs_190527-388.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/eaf098c9-4fbd-4218-a650-3abd982cd427/Lerarenopleiding-Onderwijs_190527-38879b0.jpg	(from https://www.windesheim.nl/professionals/open-avond-studeren-in-deeltijd)
13:14:17	31357/31357	---M--	200	added ('OK')	image/jpg	etag:m7z6LsBV5FPrXEPrVKS/AU5A+s8	https://www.windesheim.nl/getmedia/95baae04-6a43-4e0b-b066-2d9e03a03a44/Lerarenopleiding-Onderwijs_190604-544.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/95baae04-6a43-4e0b-b066-2d9e03a03a44/Lerarenopleiding-Onderwijs_190604-54479b0.jpg	(from https://www.windesheim.nl/professionals/open-avond-studeren-in-deeltijd)
13:14:17	93448/93448	---M--	200	added ('OK')	image/jpg	etag:UW5536sPVhuYMLuNMsrPWTyylaM	https://www.windesheim.nl/getmedia/d4b1ff99-1b34-4f5c-82cb-e499b7471d5e/Algemeen_Professionals_190430-36b.jpg?width=1920&height=520&ext=.jpg&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/d4b1ff99-1b34-4f5c-82cb-e499b7471d5e/Algemeen_Professionals_190430-36b5ef1.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/proefles-volgen)
13:14:18	74683/74683	---M--	200	added ('OK')	image/jpg	etag:H9Y1arLYx9pPVZz+uXsVobT8m9U	https://www.windesheim.nl/getmedia/e77587c5-622c-4bc9-a376-116a1dc964e7/Professional_algemeen-190523-335.jpg?width=900&height=600&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/e77587c5-622c-4bc9-a376-116a1dc964e7/Professional_algemeen-190523-335f747.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/proefles-volgen)
13:14:18	20146/20146	---M--	200	added ('OK')	image/jpg	etag:DlNrLCffU6Nfs6emcw3ksEed8lg	https://www.windesheim.nl/getmedia/e1b52f39-6fa5-4a53-b030-d9eeedf00ace/Accountancymkb_posthbo_190523-297.jpg?width=1920&height=520&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/e1b52f39-6fa5-4a53-b030-d9eeedf00ace/Accountancymkb_posthbo_190523-297aebf.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/proefles-volgen)
13:14:18	20658/20658	---M--	200	added ('OK')	image/jpg	etag:QgPKrSpPEoDMnmBwhxVPo8BhtnM	https://www.windesheim.nl/getmedia/f2696248-34cd-48cb-ac84-7a4d0c1a4efb/Algemeen_professionals_190603-478.jpg?width=1920&height=520&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/f2696248-34cd-48cb-ac84-7a4d0c1a4efb/Algemeen_professionals_190603-478aebf.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/proefles-volgen)
13:14:19	44638/44638	---M--	200	added ('OK')	image/jpg	etag:WNArHClDx6oioR0yloY78wk8gpY	https://www.windesheim.nl/getmedia/07f2b330-492d-433c-98d9-57ab88438b20/Aanmelden_jongeren_191104-738.jpg?width=1920&height=520&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/07f2b330-492d-433c-98d9-57ab88438b20/Aanmelden_jongeren_191104-738aebf.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/proefles-volgen)
13:14:19	77128/77128	---M--	200	added ('OK')	image/jpg	etag:87Kq+mhkJhDXbTCqxgyxN6iz0ic	https://www.windesheim.nl/getmedia/09aed045-d6ba-4556-b267-5e6b5c76de02/Subhome-prof_Header4_190506-50.jpg?width=1920&height=520&ext=.jpg&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/09aed045-d6ba-4556-b267-5e6b5c76de02/Subhome-prof_Header4_190506-505ef1.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/persoonlijk-adviesgesprek)
13:14:20	88159/88159	---M--	200	added ('OK')	image/jpg	etag:SXoPkTmZlkDlGUpac7HoMHJcwu4	https://www.windesheim.nl/getmedia/07f775b2-fa03-4041-8a8f-039ebef9eed1/Professional_algemeen_190506-95.jpg?width=855&height=540&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/07f775b2-fa03-4041-8a8f-039ebef9eed1/Professional_algemeen_190506-95c8cb.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/persoonlijk-adviesgesprek)
13:14:20	128416/128416	---M--	200	added ('OK')	image/jpg	etag:ba9IHmE5iAb68UHWTDsAR1F7t2c	https://www.windesheim.nl/getmedia/f7866821-484b-4fff-bd89-4309d904dc1b/Algemeen_professionals_190506-125.jpg?width=1920&height=520&ext=.jpg&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/f7866821-484b-4fff-bd89-4309d904dc1b/Algemeen_professionals_190506-1255ef1.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:20	26959/26959	---M--	200	added ('OK')	image/jpg	etag:V515OyKRlZhFdP8LhCjthPJO4w8	https://www.windesheim.nl/getmedia/bfe271b0-47ff-4b83-8a33-24de07b66676/Algemeen_Almere_210701-013.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/bfe271b0-47ff-4b83-8a33-24de07b66676/Algemeen_Almere_210701-01379b0.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:20	41313/41313	---M--	200	added ('OK')	image/jpg	etag:BCWzad4RUZqC8sh2R9RoWM0xrg4	https://www.windesheim.nl/getmedia/b6fb8b25-89f3-43db-a423-818c649661d6/Algemeen_Almere_210701-028.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/b6fb8b25-89f3-43db-a423-818c649661d6/Algemeen_Almere_210701-02879b0.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:21	29641/29641	---M--	200	added ('OK')	image/jpg	etag:ZydJ8RoDr9DNus4yYA4F7T7Swi0	https://www.windesheim.nl/getmedia/87cd13f1-fba6-43b6-b3dc-2a51911e4204/Professionals-Opleidingsvormen-200917-844.png?width=950&height=600&ext=.png&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/87cd13f1-fba6-43b6-b3dc-2a51911e4204/Professionals-Opleidingsvormen-200917-84474f3.png	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:21	44355/44355	---M--	200	added ('OK')	image/jpg	etag:Mx3Cukigp4gJkcSfC2zKiM0daOI	https://www.windesheim.nl/getmedia/e88c9007-86d6-42f4-abd4-d228c1f805b1/Bouwkunde_190527-418_1.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/e88c9007-86d6-42f4-abd4-d228c1f805b1/Bouwkunde_190527-418_179b0.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:22	40022/40022	---M--	200	added ('OK')	image/jpg	etag:8fwryL4AGNRdPg8H9m+31LAVSao	https://www.windesheim.nl/getmedia/d902fef8-ef56-4c1f-ad5b-5f15333ebb9b/20201210-11.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/d902fef8-ef56-4c1f-ad5b-5f15333ebb9b/20201210-1179b0.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:22	26475/26475	---M--	200	added ('OK')	image/jpg	etag:KjxbvzfCLrbcSFRWERnmulN1eow	https://www.windesheim.nl/getmedia/58fdf880-2d95-4257-8964-c66ca291b329/Prof-Alg-190523-336.jpg?width=900&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/58fdf880-2d95-4257-8964-c66ca291b329/Prof-Alg-190523-336e82c.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:22	27786/27786	---M--	200	added ('OK')	image/jpg	etag:vf/dW6vIZeweiPwcpkmjUuyVgpw	https://www.windesheim.nl/getmedia/ee402992-8bf0-48ff-bd02-940abab171a0/TechniekenICT_190611-631.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/ee402992-8bf0-48ff-bd02-940abab171a0/TechniekenICT_190611-63179b0.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:23	35923/35923	---M--	200	added ('OK')	image/jpg	etag:eR48KuTfzzUpmQzmQ4t9tIIfZsk	https://www.windesheim.nl/getmedia/1e9363d5-b4cd-4894-8a56-555416780b88/200917-861-(1).jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/1e9363d5-b4cd-4894-8a56-555416780b88/200917-861-(1)79b0.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:23	43845/43845	---M--	200	added ('OK')	image/jpg	etag:ejL7wVw0e/5E/dXxXnhP9delKIY	https://www.windesheim.nl/getmedia/194f23d3-495c-4120-b191-6b24aa21b2c0/Professional_algemeen_190523-233.jpg?width=900&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/194f23d3-495c-4120-b191-6b24aa21b2c0/Professional_algemeen_190523-233e82c.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:23	39061/39061	---M--	200	added ('OK')	image/jpg	etag:+rvBkhFf0eApwgBjFr0wi7++Nbg	https://www.windesheim.nl/getmedia/fa098ef9-12b7-4bdd-a669-7103f5509326/Professional_algemeen_190603-474a.jpg?width=817&height=516&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/fa098ef9-12b7-4bdd-a669-7103f5509326/Professional_algemeen_190603-474ad2a2.jpg	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:24	99476/99476	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2012:14:24%20GMT	https://www.windesheim.nl/professionals/keuzeprogramma	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/professionals/keuzeprogramma.html	(from https://www.windesheim.nl/professionals/opleidingsvormen)
